8276,537566785432
8373,537566785440
8409,537566785457
8424,537566785464
8359,537566785471
8259,537566785489
8389,537566785496
8295,537566785501
8297,537566785519
8315,537566785526
8420,537566785533
8395,537566785546
8286,537566785558
8349,537566785565
8257,537566785572
8267,537566785580
8293,537566785597
8261,537566785602
8370,537566785610
8265,537566785627
8331,537566785634
8403,537566785641
8285,537566785659
8336,537566785666
8292,537566785673
8263,537566785686
8382,537566785698
8392,537566785703
8305,537566785716
8410,537566785728
8278,537566785735
8379,537566785742
8357,537566785750
8319,537566785767
8274,537566785774
8372,537566785781
8342,537566785799
8272,537566785804
8260,537566785811
8417,537566785829
8422,537566785836
8402,537566785843
8327,537566785856
8303,537566785868
8301,537566785875
8414,537566785882
8367,537566785890
8369,537566785905
8307,537566785912
8423,537566785920
8416,537566785937
8340,537566785944
8415,537566785951
8406,537566785969
8335,537566785976
8262,537566785983
8330,537566785996
8353,537566786006
8419,537566786013
8366,537566786026
8268,537566786038
8343,537566786045
8273,537566786052
8256,537566786060
8345,537566786077
8298,537566786084
8306,537566786091
8333,537566786107
8341,537566787096
8408,537566786114
8378,537566786121
8270,537566786139
8287,537566786146
8288,537566786153
8290,537566786166
8374,537566786178
8329,537566786185
8312,537566786192
8337,537566786208
8376,537566786215
8355,537566786222
8283,537566786230
8347,537566786247
8291,537566786254
8317,537566786261
8413,537566786279
8284,537566786286
8391,537566786293
8281,537566786309
8275,537566786316
8325,537566786323
8418,537566786336
8316,537566786348
8363,537566786355
8400,537566786362
8350,537566786370
8411,537566786387
8407,537566786394
8405,537566786400
8375,537566786417
8354,537566786424
8310,537566786431
8318,537566786449
8302,537566786456
8362,537566786463
8356,537566786476
8332,537566786488
8269,537566786495
8401,537566786506
8277,537566786518
8271,537566786525
8344,537566786532
8289,537566786540
8371,537566786557
8396,537566786564
8383,537566786571
8384,537566786589
8386,537566786596
8387,537566786601
8388,537566786619
8380,537566786626
8381,537566786633
8348,537566786646
8351,537566786658
8334,537566786665
8352,537566786672
8358,537566786680
8314,537566786697
8421,537566786702
8280,537566786710
8266,537566786727
8398,537566786734
8326,537566786741
8368,537566786759
8397,537566786766
8360,537566786773
8338,537566786786
8385,537566786798
8258,537566786803
8399,537566786816
8364,537566786828
8365,537566786835
8304,537566786842
8299,537566786850
8308,537566786867
8279,537566786874
8309,537566786881
8412,537566786899
8339,537566786904
8321,537566786911
8294,537566786929
8328,537566786936
8377,537566786943
8322,537566786956
8390,537566786968
8361,537566786975
8404,537566786982
8282,537566786990
8394,537566787005
8313,537566787012
8320,537566787020
8393,537566787037
8324,537566787044
8296,537566787051
8300,537566787069
8264,537566787076
8323,537566787083
